RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2,CHEMBL442464,0.53835285,0.7804508,0.3507843,0.95575786,0.77806115,0.43882775,0.38261622,0.6939283,0.644345504449206,0.489723258628395,0.457109728705903,0.097700601087683,0.65252182436166,0.21228890373056,0.547619474424833,0.48806612466669,461.52,4.47,13.93,8.36,0,TRUE,0.39,0
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL261618,0.54257005,0.8096248,0.3231387,0.9597271,0.9626563,0.05327356,0.3431475,0.7239706,0.788783143705211,0.51790960083158,0.581011684019849,0.297093989625337,0.428025230740813,0.202371208050658,0.631476999970394,0.55421589944712,401.47,4.45,,9.17,0,TRUE,0.49,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,0.6996149,0.24683815,0.62720793,0.7794632,0.66704684,0.12758505,0.62867886,0.08697367,0.633582124625754,0.44033062333345,0.273912205971148,0.177725106583843,0.436672664125856,0.240143819141404,0.22774215874324,0.189279849753187,314.47,4.72,,,0,TRUE,0.7,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4ccccc34)cc1)CC2,CHEMBL259976,0.4954037,0.7579505,0.33383676,0.9427998,0.7752105,0.45289806,0.3577727,0.65044844,0.733439872341948,0.528183831394152,0.488630596578035,0.128101476857873,0.678964734383923,0.253837771606767,0.565218802768547,0.502950200613642,466.58,5.71,,8.36,1,TRUE,0.38,0
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,0.14014626,0.36523882,0.46057135,0.83692795,0.8539525,0.82185256,0.23258363,0.59719867,0.807603346173171,0.58334630584667,0.448966087087318,0.451975755627978,-0.076619048588123,-0.120097017661031,0.690905456503787,0.59688960977006,345.42,2.9,9.68,4.77,0,TRUE,0.77,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@](O)(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372488,0.9741111,0.25044426,0.3385366,0.6350283,0.25144118,0.17212817,0.9702699,0.0017620921,0.710108640593925,0.604211128909957,0.602334249690933,0.52343338070393,0.675086910922868,0.383711879641858,0.719030629241656,0.4209421559815,1248.66,,,,,Undefined,,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CHEMBL114,0.46225476,0.3606979,0.5779773,0.8079234,0.532321,0.43862316,0.62187946,0.48231605,0.793238936190063,0.258121211816872,0.362046413635667,0.115135659012047,0.70472005632471,0.207161831685406,0.293455396890919,0.23833101501966,670.86,3.09,13.61,8.47,3,FALSE,0.2,0
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,0.46300867,0.36091506,0.58153933,0.80534893,0.5321133,0.43800113,0.6243256,0.48512432,0.821377983260325,0.25544971100588,0.392468543245194,0.206971010198906,0.614760280938368,0.199860399017772,0.184892277200748,0.168781604808701,567.8,4.75,9.32,8.18,1,TRUE,0.33,0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,0.48970994,0.54559916,0.65471286,0.83928835,0.9565835,0.14871517,0.17026305,0.7070787,0.81128245910719,0.56285308252025,0.233544737435487,0.168826799371293,0.223620092559592,0.152536670365925,0.541709530586571,0.332039429745052,344.85,5.38,,6.26,1,TRUE,0.45,0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,0.26598465,0.3798891,0.59285057,0.81793445,0.5865613,0.3437912,0.46651652,0.5032345,0.337211883127008,0.194165884131185,-0.093440587208161,0.089666012182446,0.60509198451248,0.207754382617167,0.153475796178169,0.159330919608916,495.64,5.27,12.54,9.82,1,TRUE,0.37,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N1C,CHEMBL2372477,0.9717518,0.34075695,0.28204018,0.6218804,0.2857319,0.120236754,0.97232246,0.094801515,0.716743493459525,0.633035216607495,0.586710187829858,0.529951440953304,0.639127250854825,0.386172472494087,0.701711305077846,0.430041327916681,1174.58,,,,,Undefined,,0
COCCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL13,0.37737924,0.42657468,0.2267319,0.85311383,0.83086044,0.37312648,0.5582471,0.5081429,0.372564176563452,0.025514841392193,-0.081851926587778,0.047158015255676,0.366627959724156,0.329819874559981,0.723110199034076,0.512742355841899,267.37,1.61,,9.67,0,TRUE,0.71,0
CC[C@@H]1NC(=O)[C@H](CC2CCCCC2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C1=O,CHEMBL2372476,0.955258,0.38151368,0.27359393,0.6059286,0.28142226,0.10758197,0.97782445,0.1404098,0.728576457084268,0.63845856411853,0.600209101178927,0.566076961318476,0.623305153719416,0.398555782644284,0.703057241812366,0.429895700992774,1186.64,,,,,Undefined,,0
O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,CHEMBL428402,0.51997906,0.84773767,0.3890627,0.945973,0.9489392,0.09047556,0.31544536,0.6977792,0.782143717014039,0.534877648275827,0.564631289874234,0.250970427691211,0.246035278564574,0.072527229723962,0.525143526321992,0.395879260215227,526.64,6.34,,9.17,2,FALSE,0.26,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL772,0.26307103,0.13175225,0.59398335,0.8222372,0.58667535,0.42927802,0.45306402,0.19082463,0.72574290531609,0.049357483968484,0.325069592923898,0.190761227082591,0.359880558691428,0.167581438090982,0.026078808489827,-0.012333093969539,608.69,4.17,,7.02,2,FALSE,0.37,0
COc1ccc(CCN(C)CCN2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1OC,CHEMBL209128,0.31087035,0.51968306,0.4275403,0.7958363,0.70537853,0.36439157,0.3823878,0.49921137,-0.310911071639895,0.31234464369109,0.211071005526699,0.243071422473749,0.170585930644379,0.028241580001908,0.34600099570815,0.329056588613983,496.61,4.07,,8.46,0,TRUE,0.44,0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CHEMBL729,0.46126676,0.31174675,0.6069419,0.80442435,0.5387324,0.43671405,0.60149765,0.48729602,0.703089600189423,0.13834557771205,0.215188230563056,-0.020613742159999,0.475765641464574,0.202074932584777,0.237894261328882,0.190279151748276,628.81,4.33,13.39,,1,TRUE,0.2,0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CHEMBL1163,0.46640846,0.30761656,0.6058194,0.8155607,0.5313742,0.43070003,0.6077437,0.46030015,0.484179420311004,0.000934020960234,0.166599338993433,-0.099508383591361,0.637338091046664,0.229181626903821,0.391536379487451,0.314483852987109,704.87,4.21,11.92,4.42,2,FALSE,0.15,0
COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945303,0.01988107,0.4315434,0.684438,0.97980547,0.7705099,0.7712927,0.20574486,0.4548541,0.768389836725484,0.568432100191324,0.589817152198437,0.460668176499832,0.560014045816127,0.224817840804664,0.57607939474297,0.59445412500816,414.44,4.6,12.61,,0,TRUE,0.45,0
COc1cc(C(=O)Nc2ccc(-c3cccnc3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945304,0.0365099,0.44204006,0.6643933,0.98702526,0.7728835,0.7563048,0.20381016,0.46580422,0.771570273253304,0.575798813893813,0.580617106567925,0.458077021577893,0.603684543397428,0.26427771556551,0.536593639619156,0.556224546673429,409.4,3.93,12.66,4.69,0,TRUE,0.46,0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(O)c(O)c2)C(C)C)cc1OC,CHEMBL1945986,0.30804744,0.46185312,0.3644026,0.8974091,0.6778672,0.23920403,0.351758,0.40366247,0.180119237345108,0.220273276455139,0.326902514692137,0.319118806461818,0.409064758375938,0.176449615595137,0.215821271679815,0.214247334776212,426.56,4.49,9.1,12.69,0,TRUE,0.52,0
CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,CHEMBL40037,0.7268417,0.3732213,0.66232693,0.72715986,0.5493002,0.36532098,0.71326095,0.1793471,0.863829069551752,0.488402573077097,0.516792003369874,0.366332059516217,0.60404681847951,0.230848804101658,0.357212343588485,0.380854578962433,519.68,4.68,,,1,TRUE,0.24,0
Cc1cccc2c(CC(=O)O)cn(C(=O)c3ccc(Cl)cc3)c12,CHEMBL2170689,0.41656443,0.35022756,0.7729653,0.8298292,0.7932701,0.8447335,0.26105675,0.712229,0.661236666839774,0.543394312515379,0.119373226382859,-0.023325415915516,0.461713610906702,0.20530383300107,0.614916795367675,0.631875222834302,327.77,3.92,3.95,,0,TRUE,0.79,0
CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,CHEMBL290432,0.7438565,0.3475783,0.65501964,0.7199478,0.551983,0.35146132,0.72890544,0.15565667,0.841574059105959,0.544222879496231,0.577169732643364,0.501559212409423,0.582500877847531,0.229914783141424,0.301585030469973,0.352899231190274,489.65,4.3,,,0,TRUE,0.41,0
CC(C)C[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,CHEMBL2372458,0.9449986,0.3716453,0.28648,0.6070365,0.2819691,0.06886521,0.99514604,0.11995286,0.686697640724321,0.620832684707666,0.578017343949935,0.532984498265031,0.609796249437858,0.402783985055665,0.697406329867262,0.432285991192082,1160.6,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccc(OCC3CCCCC3)cc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL1790696,0.83477855,0.298864,0.5420635,0.74291164,0.28849375,0.24619989,0.8632022,0.06631163,0.797678774136914,0.572263594775509,0.603221693213005,0.471288898708942,0.741998891212019,0.294241710563978,0.680120450733714,0.407700149142057,1137.51,,,,,Undefined,,0
CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372471,0.9420444,0.32475397,0.28100187,0.6335204,0.2666198,0.1162996,0.9764763,0.08644357,0.71360820292912,0.629434716454336,0.583104538058391,0.523101953911589,0.63655627159107,0.380598476441079,0.713232746527444,0.431959586017807,1202.63,,,,,Undefined,,0
COc1cc(OC)c(C(=O)N(C)c2ccc(-c3cccnc3)cc2F)cc1OC,CHEMBL3317938,0.055734217,0.52607065,0.5801386,0.9711308,0.7765745,0.7368789,0.21772054,0.54739654,0.825753946038281,0.610799491812252,0.554526657684696,0.502196957903776,0.580288230158478,0.182987762316774,0.481936598317774,0.509382893355897,396.42,4.19,,4.71,0,TRUE,0.63,0
CC(C)(C)c1cc(-c2ccc(C(=O)O)s2)cc(C(C)(C)C)[te+]1.F[P-](F)(F)(F)(F)F,CHEMBL2087764,0.25044316,0.9092204,0.5804549,0.78724515,0.007572472,0.49493715,0.38579112,0.9791699,0.375385074463312,0.457675292132631,0.101901325697961,0.107502799552072,0.394850597707164,0.109616900757762,0.301891210626911,0.195300769814049,576.01,,,,,Undefined,,0
CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372482,0.9413861,0.33521193,0.26972875,0.631304,0.25122082,0.10996553,0.95210123,0.086705565,0.718319548073043,0.624649114437654,0.588428650632131,0.524995103922386,0.635104863001016,0.377223949100879,0.719383375137905,0.431296732433125,1230.69,,,,,Undefined,,0
CN1CCC(C)(C)c2cc3c(-c4ccc(C(=S)N5CCCCC5)s4)c4ccc(=[N+](C)C)cc-4sc3cc21.F[P-](F)(F)(F)(F)F,CHEMBL2205793,0.2633957,0.95395136,0.62026983,0.8429705,0.013580859,0.4798602,0.41597202,0.9842613,0.42748547592491,0.500444413198821,0.212114098721479,0.140208598014452,0.382229561219716,0.169534847518567,0.302034994992114,0.199910615198429,691.81,7.05,,3.29,2,FALSE,0.15,0
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C/C=C/CO)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C1=O,CHEMBL2372472,0.95464075,0.3430785,0.26508805,0.62276065,0.26195174,0.1038129,0.96217895,0.08096787,0.719314231010387,0.629419651600139,0.573430057224708,0.500158180969072,0.636313339603636,0.378630002159296,0.716247007103967,0.431166170363415,1218.63,,,,,Undefined,,0
CCCCCCC[C@H]1OC(=O)CC(O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,CHEMBL2311090,0.7438726,0.3475837,0.65460205,0.71888834,0.55198526,0.35150325,0.7289845,0.16086718,0.842121687881566,0.547672731107417,0.57716925887363,0.50157427726362,0.582696401733112,0.229834437252371,0.301579176639469,0.352843993391551,489.65,4.3,,,0,TRUE,0.41,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372489,0.98587024,0.3289956,0.2563009,0.6263708,0.27157477,0.11694515,0.95434165,0.03963247,0.714310181375995,0.61611236372584,0.595465307514391,0.541656832664621,0.635800714606007,0.372458433556461,0.7085977738266,0.431452402593164,1188.61,,,,,Undefined,,0
CCCCCC[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372500,0.9445052,0.38636437,0.2793685,0.6057662,0.2816746,0.09676579,0.9729004,0.12538272,0.716261381339461,0.626025037787676,0.595912882142464,0.528620712165874,0.611387350292897,0.398083750546101,0.704410614967097,0.432391445171463,1174.62,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CO)N(C)C(=O)[C@H](C2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL2369623,0.84897166,0.3238506,0.5450265,0.7314493,0.3099005,0.23034364,0.87559104,0.05906576,0.778199723200732,0.605285755176033,0.600941413407528,0.505551398771712,0.759153326678104,0.379779952696358,0.655678147800289,0.425707671525919,1033.36,,,,,Undefined,,0
CC(C)(C)OC(=O)CC(C(=O)[C@H](Cc1ccc(OC(C)(C)C)cc1)NC(=O)OC(C)(C)C)S(=O)(=O)c1ccccc1,CHEMBL1253897,0.501928,0.27364635,0.62959003,0.8079717,0.5348369,0.47296107,0.6151221,0.44502938,0.395036932057749,-0.021713476516403,0.308025584394366,0.072883764606632,0.51561169641024,0.186723846157709,0.07866122892153,0.061785988681273,589.75,5.44,13.28,,2,FALSE,0.36,0
COc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc1O,CHEMBL1945982,0.035268277,0.39329976,0.6837049,0.99056333,0.7949901,0.87099624,0.036213607,0.5253711,0.708055789215008,0.565599907602228,0.482846848234534,0.411722465212741,0.581531085692708,0.300031636193814,0.645466215293838,0.621098830465152,364.36,4.23,9.22,,0,TRUE,0.52,0
COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945314,0.058260977,0.38897568,0.6933628,0.96100724,0.77141637,0.7537902,0.19612433,0.4629536,0.773383419820952,0.578942346802987,0.573461810717474,0.441701525065407,0.572787083524526,0.19786681664566,0.525619921278973,0.550027869980265,408.41,4.54,13.35,,0,TRUE,0.46,0
COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945516,0.015020579,0.41958934,0.6849213,0.9797903,0.7942472,0.89189863,0.018534064,0.505522,0.713798738459246,0.57042066094537,0.50304162064477,0.423206905729164,0.543595896141394,0.22141318375607,0.67491481722581,0.655095184770437,386.39,4,8.6,,0,TRUE,0.35,0
COc1ccc(-c2cccc(-c3cc(OC)cc(OC)c3)c2)cc1,CHEMBL206919,0.101935625,0.30693287,0.77869487,0.9429501,0.83544016,0.74298155,0.14034802,0.47614837,0.817159670518507,0.60065582331939,0.603515623138318,0.491038922561628,0.307500859881227,0.430222106167049,0.599513695224258,0.569582050728386,320.39,5.05,,,1,TRUE,0.66,0
COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,CHEMBL207903,0.093459874,0.29883218,0.7832134,0.9420901,0.8455826,0.77059853,0.12588614,0.4711367,0.781359705606898,0.601951400780359,0.594160170100307,0.519024400042182,0.307439354481038,0.461838213509157,0.702333462963991,0.604226193764155,306.36,4.74,9.89,,0,TRUE,0.76,0
Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,CHEMBL427392,0.072832495,0.29054934,0.792611,0.94456255,0.9862822,0.012605786,0.049534857,0.45229337,0.631982839772293,0.522358754437855,0.299698090232252,0.392680489507329,0.226317211937555,0.386805196370375,0.578671060366044,0.485645704758988,278.31,4.14,9.02,,0,TRUE,0.66,0
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,CHEMBL83527,0.12456557,0.2591263,0.5911313,0.92342967,0.8533163,0.73690814,0.10392094,0.286361,0.677815321709972,0.514710830123682,0.539064974829093,0.489316507565068,0.413215922013643,0.496366859329413,0.710393138216548,0.593977071291912,256.3,3.58,9,,0,TRUE,0.85,0
Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1,CHEMBL197892,0.07513443,0.3007107,0.7973888,0.93694115,0.99072576,0.010246128,0.0458318,0.45011812,0.657078517949197,0.54580468918695,0.355681940055943,0.431321840523454,0.224183825534697,0.342861016676794,0.557883764785549,0.482276199036854,252.27,3.62,9.01,,0,TRUE,0.62,0
COc1cc(/C=C/c2ccccc2O)cc(OC)c1,CHEMBL206049,0.13540566,0.26905638,0.6041656,0.92369705,0.85183567,0.7376636,0.104091406,0.28642434,0.6806615949014,0.518045184519356,0.531285151873152,0.457037546638278,0.374430670404192,0.456625773956884,0.694356549434397,0.593796293041544,256.3,3.58,9.33,,0,TRUE,0.85,0
COc1ccc(C(=O)Nc2ccc(-c3cccnc3)cc2F)cc1,CHEMBL3317928,0.07895255,0.50216514,0.5690702,0.97992903,0.8388526,0.86442685,0.15454024,0.659095,0.817722560841781,0.632402492731208,0.433045899801879,0.40678119303602,0.505970203087212,0.260079642862523,0.740109077720237,0.630112634893215,322.34,4.15,,4.71,0,TRUE,0.78,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCCCc1cn(CCCCCCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042914,0.44200978,0.61611825,0.5416519,0.79839987,0.64745456,0.49106205,0.61858517,0.32875085,0.788085713721059,0.0987250111731,0.111089009995041,0.009003761191931,0.489096876009785,0.148428986788123,0.490004296858394,0.160907707681569,994.33,11.76,,8.79,3,FALSE,0.03,0
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,CHEMBL3220346,0.5372522,0.10270876,0.7303787,0.7794664,0.91141856,0.100346774,0.6653974,0.31596902,0.759313489022868,0.212113147098258,0.316157087422112,0.154926960565233,0.660059199901415,0.252647648125179,0.358108236706159,0.263188024445237,766.95,6.2,,7.07,4,FALSE,0.04,0
COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(O)c(OC)c1,CHEMBL3233491,0.21494114,0.28586292,0.5743993,0.9001681,0.8287934,0.764292,0.0943121,0.23091131,0.733382307587072,0.511507037797719,0.541553653765567,0.388879124631539,0.532719596602141,0.373297043773445,0.660452470405295,0.579956713652273,340.38,3.87,7.8,,0,TRUE,0.47,0
COc1cc(C(=O)Nc2ccc(Br)cc2)cc(OC)c1OC,CHEMBL1944863,0.08560887,0.42327803,0.6165002,0.9871473,0.8024679,0.96374035,0.22669807,0.38771486,0.719461443808214,0.495688940890534,0.595264782246968,0.422704743922587,0.682712857818232,0.45854403205801,0.598735845778871,0.60215226550299,366.21,3.73,,,0,TRUE,0.88,0
COc1cc(C(=O)Nc2ccc(Br)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945513,0.0037807524,0.41175237,0.66468716,0.9990223,0.80301267,0.9564402,0.004521817,0.49772105,0.758245901738749,0.578028412315016,0.477166581918192,0.399138290339913,0.603901304084958,0.304561135689142,0.729866642723499,0.679419902681042,383.15,3.03,8.6,,0,TRUE,0.42,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2NC(C)=O)cc(OC)c1OC,CHEMBL1944868,0.05529791,0.43918425,0.6472604,0.9781916,0.7402892,0.71141845,0.26152766,0.5612278,0.723833069106977,0.562612044853093,0.588322125415284,0.445181506384987,0.644762440931387,0.325661974801521,0.346440190391283,0.38567031068751,420.47,4.59,12.93,,0,TRUE,0.58,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CHEMBL8260,0.17714955,0.66152596,0.8682059,0.90661794,0.99521166,0.015924245,0.024922669,0.44354194,0.663223705532375,0.550685701946881,0.214217353608723,0.257131953057914,0.416530359421505,0.216291133328981,0.531145615085308,0.44795846117536,270.24,2.58,6.76,,0,TRUE,0.59,0
COc1ccc(CCNCCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL2074971,0.297572,0.4394153,0.3761456,0.8974877,0.6640739,0.2525225,0.3377069,0.38916993,0.427448814354154,0.32231255555165,0.428748922152656,0.390154615620245,0.451525049081211,0.205926513641225,0.192261309322516,0.138656918032128,470.61,4.76,,10.29,0,TRUE,0.4,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1487,0.5569064,0.6197718,0.6447969,0.8272091,0.52601826,0.55484927,0.5739815,0.5410908,0.437125298814213,0.05459000999302,0.275256200354343,0.177172728596608,0.464222870349771,0.182114000773329,0.397323113896962,0.389029773173512,558.65,6.31,4.31,,2,FALSE,0.16,0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,0.45807573,0.49345446,0.52162874,0.8454386,0.58883977,0.47570214,0.2839505,0.7541095,0.739031706223564,0.509528520279805,0.008086811456198,-0.15682011057603,0.255622372657694,0.072682899884001,-0.206290423866812,-0.119142910228534,371.52,6,,8.76,1,TRUE,0.45,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CHEMBL503,0.68727696,0.16075143,0.64870346,0.76769453,0.58727497,0.26057613,0.68242687,0.107141316,0.822500575008395,0.608680368988496,0.458057101311082,0.37115281285936,0.54981040718406,0.289993421680334,0.129961679765572,0.151296330703679,404.55,4.2,,,0,TRUE,0.67,0
